Airline,Source,Destination,Duration,Total stops,Price,Date,Market
"Turkish Airlines, Royal Jordanian",NYC,RUH,1070,2,1267.11,2022-02-03,NYC-RUH
Emirates,NYC,RUH,1405,2,1300.05,2022-02-03,NYC-RUH
"SWISS, Egypt Air",NYC,RUH,1295,3,796.77,2022-02-03,NYC-RUH
"SWISS, Egypt Air",NYC,RUH,1295,3,880.47,2022-02-03,NYC-RUH
"SWISS, Royal Jordanian",NYC,RUH,1205,3,916.92,2022-02-03,NYC-RUH
Qatar Airways,NYC,RUH,1315,2,1487.7,2022-02-03,NYC-RUH
Qatar Airways,NYC,RUH,1425,2,1487.7,2022-02-03,NYC-RUH
Qatar Airways,NYC,RUH,1300,2,1499.58,2022-02-03,NYC-RUH
"Turkish Airlines, AnadoluJet",NYC,RUH,1165,1,1617.57,2022-02-03,NYC-RUH
"British Airways, Qatar Airways",NYC,RUH,1355,2,1701.81,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1281,2,2067.12,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1340,2,2071.71,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1377,2,2071.71,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1292,2,2072.79,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1060,2,2102.49,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1260,2,2102.49,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1280,2,2102.49,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1280,2,2108.7,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1341,2,2154.87,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1345,2,2154.87,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1401,2,2154.87,2022-02-03,NYC-RUH
Qatar Airways,NYC,RUH,1315,2,1509.3,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1260,2,2115.72,2022-02-03,NYC-RUH
British Airways,NYC,RUH,1430,2,3812.13,2022-02-03,NYC-RUH
Multiple Airlines,NYC,RUH,1030,2,4691.25,2022-02-03,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1010,1,4833.81,2022-02-03,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1070,1,4833.81,2022-02-03,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1135,2,4833.81,2022-02-03,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1147,2,4833.81,2022-02-03,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1166,2,4833.81,2022-02-03,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1205,1,4833.81,2022-02-03,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1298,2,4833.81,2022-02-03,NYC-RUH
"Air France, SAUDIA",NYC,RUH,885,1,19750.77,2022-02-03,NYC-RUH
"Air France, SAUDIA",NYC,RUH,945,1,19750.77,2022-02-03,NYC-RUH
"Singapore Airlines, Egypt Air",NYC,RUH,1405,2,3373.92,2022-02-03,NYC-RUH
"Singapore Airlines, Egypt Air",NYC,RUH,1405,2,3520.53,2022-02-03,NYC-RUH
Etihad Airways,NYC,RUH,945,1,617.22,2022-02-04,NYC-RUH
SAUDIA,NYC,RUH,690,0,686.07,2022-02-04,NYC-RUH
Egypt Air,NYC,RUH,1120,1,580.23,2022-02-04,NYC-RUH
Etihad Airways,NYC,RUH,945,1,595.35,2022-02-04,NYC-RUH
Turkish Airlines,NYC,RUH,1000,1,837.54,2022-02-04,NYC-RUH
Turkish Airlines,NYC,RUH,1050,1,837.54,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1055,1,942.84,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1195,1,942.84,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,970,1,948.24,2022-02-04,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,970,1,960.39,2022-02-04,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1055,1,960.39,2022-02-04,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1195,1,960.39,2022-02-04,NYC-RUH
KLM,NYC,RUH,1070,1,1014.93,2022-02-04,NYC-RUH
KLM,NYC,RUH,1190,1,1014.93,2022-02-04,NYC-RUH
Emirates,NYC,RUH,1205,1,1014.93,2022-02-04,NYC-RUH
Emirates,NYC,RUH,1110,1,1023.3,2022-02-04,NYC-RUH
Emirates,NYC,RUH,1165,1,1023.3,2022-02-04,NYC-RUH
Air France,NYC,RUH,1070,1,1031.94,2022-02-04,NYC-RUH
Air France,NYC,RUH,1190,1,1031.94,2022-02-04,NYC-RUH
"Air France, SAUDIA",NYC,RUH,1005,1,1155.33,2022-02-04,NYC-RUH
"Air France, SAUDIA",NYC,RUH,1065,1,1155.33,2022-02-04,NYC-RUH
"Finnair, SAUDIA",NYC,RUH,995,1,1326.51,2022-02-04,NYC-RUH
"British Airways, Turkish Airlines",NYC,RUH,1200,2,689.58,2022-02-04,NYC-RUH
"Egypt Air, flynas",NYC,RUH,1115,2,735.21,2022-02-04,NYC-RUH
"Egypt Air, Gulf Air",NYC,RUH,1090,2,772.2,2022-02-04,NYC-RUH
"Brussels Airlines, Turkish Airlines",NYC,RUH,1245,2,786.78,2022-02-04,NYC-RUH
"Lufthansa, Turkish Airlines",NYC,RUH,1245,2,786.78,2022-02-04,NYC-RUH
Air Canada,NYC,RUH,1200,2,918.81,2022-02-04,NYC-RUH
Air Canada,NYC,RUH,1025,2,924.48,2022-02-04,NYC-RUH
Air Canada,NYC,RUH,1035,2,924.48,2022-02-04,NYC-RUH
Air Canada,NYC,RUH,1085,2,924.48,2022-02-04,NYC-RUH
Air Canada,NYC,RUH,1145,2,924.48,2022-02-04,NYC-RUH
SWISS,NYC,RUH,1050,2,941.76,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1105,2,945.54,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1020,2,949.86,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1050,2,950.94,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1115,2,950.94,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1030,2,954.18,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1015,2,956.34,2022-02-04,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1200,2,960.39,2022-02-04,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1205,2,964.98,2022-02-04,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1025,2,966.06,2022-02-04,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1035,2,966.06,2022-02-04,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1085,2,966.06,2022-02-04,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1145,2,966.06,2022-02-04,NYC-RUH
SWISS,NYC,RUH,1085,2,966.6,2022-02-04,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1105,2,967.14,2022-02-04,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1115,2,967.14,2022-02-04,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1030,2,970.38,2022-02-04,NYC-RUH
Lufthansa,NYC,RUH,1085,2,973.08,2022-02-04,NYC-RUH
Multiple Airlines,NYC,RUH,1255,2,992.79,2022-02-04,NYC-RUH
Emirates,NYC,RUH,1110,2,1014.93,2022-02-04,NYC-RUH
Emirates,NYC,RUH,1165,2,1014.93,2022-02-04,NYC-RUH
KLM,NYC,RUH,1160,2,1028.43,2022-02-04,NYC-RUH
KLM,NYC,RUH,1190,2,1029.24,2022-02-04,NYC-RUH
KLM,NYC,RUH,1130,2,1033.56,2022-02-04,NYC-RUH
Air France,NYC,RUH,1130,2,1033.56,2022-02-04,NYC-RUH
KLM,NYC,RUH,1190,2,1033.56,2022-02-04,NYC-RUH
Air France,NYC,RUH,1190,2,1033.56,2022-02-04,NYC-RUH
KLM,NYC,RUH,1160,2,1036.8,2022-02-04,NYC-RUH
KLM,NYC,RUH,1040,2,1056.78,2022-02-04,NYC-RUH
"Turkish Airlines, SAUDIA",NYC,RUH,1035,2,1083.78,2022-02-04,NYC-RUH
"Virgin Atlantic, SAUDIA",NYC,RUH,974,1,2021.22,2022-02-04,NYC-RUH
"American Airlines, British Airways",NYC,RUH,935,1,2060.91,2022-02-04,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1020,1,2060.91,2022-02-04,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1075,1,2060.91,2022-02-04,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1085,1,2060.91,2022-02-04,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1115,1,2060.91,2022-02-04,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1165,1,2060.91,2022-02-04,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1195,1,2060.91,2022-02-04,NYC-RUH
British Airways,NYC,RUH,935,1,2067.12,2022-02-04,NYC-RUH
British Airways,NYC,RUH,1020,1,2067.12,2022-02-04,NYC-RUH
British Airways,NYC,RUH,1075,1,2067.12,2022-02-04,NYC-RUH
British Airways,NYC,RUH,1085,1,2067.12,2022-02-04,NYC-RUH
British Airways,NYC,RUH,1115,1,2067.12,2022-02-04,NYC-RUH
British Airways,NYC,RUH,1165,1,2067.12,2022-02-04,NYC-RUH
British Airways,NYC,RUH,1195,1,2067.12,2022-02-04,NYC-RUH
Multiple Airlines,NYC,RUH,1815,3,521.64,2022-02-04,NYC-RUH
"TAP AIR PORTUGAL, flynas",NYC,RUH,1220,3,795.69,2022-02-04,NYC-RUH
Qatar Airways,NYC,RUH,1105,2,1542.51,2022-02-04,NYC-RUH
"Turkish Airlines, AnadoluJet",NYC,RUH,1165,1,1627.29,2022-02-04,NYC-RUH
Multiple Airlines,NYC,RUH,1030,2,4691.25,2022-02-04,NYC-RUH
Gulf Air,NYC,RUH,1430,2,4817.88,2022-02-04,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1135,2,4833.81,2022-02-04,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1147,2,4833.81,2022-02-04,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1166,2,4833.81,2022-02-04,NYC-RUH
Multiple Airlines,NYC,RUH,1060,2,4869.72,2022-02-04,NYC-RUH
"United Airlines, British Airways",NYC,RUH,1060,2,4869.72,2022-02-04,NYC-RUH
"Singapore Airlines, Lufthansa",NYC,RUH,940,1,5247.45,2022-02-04,NYC-RUH
"Air France, SAUDIA",NYC,RUH,885,1,19750.77,2022-02-04,NYC-RUH
"Air France, SAUDIA",NYC,RUH,945,1,19750.77,2022-02-04,NYC-RUH
Etihad Airways,NYC,RUH,945,1,616.41,2022-02-05,NYC-RUH
Etihad Airways,NYC,RUH,945,1,595.35,2022-02-05,NYC-RUH
Etihad Airways,NYC,RUH,1315,1,595.35,2022-02-05,NYC-RUH
Egypt Air,NYC,RUH,1120,1,599.94,2022-02-05,NYC-RUH
Royal Jordanian,NYC,RUH,1260,1,693.9,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1215,1,727.92,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1270,1,727.92,2022-02-05,NYC-RUH
Ethiopian Air,NYC,RUH,1300,1,760.05,2022-02-05,NYC-RUH
Turkish Airlines,NYC,RUH,1000,1,837.54,2022-02-05,NYC-RUH
Turkish Airlines,NYC,RUH,1050,1,837.54,2022-02-05,NYC-RUH
"American Airlines, Qatar Airways",NYC,RUH,1215,1,876.42,2022-02-05,NYC-RUH
"American Airlines, Qatar Airways",NYC,RUH,1270,1,876.42,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1055,1,942.57,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1195,1,942.84,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,970,1,947.97,2022-02-05,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,970,1,960.39,2022-02-05,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1055,1,960.39,2022-02-05,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1195,1,960.39,2022-02-05,NYC-RUH
"Emirates, SAUDIA",NYC,RUH,1065,1,989.01,2022-02-05,NYC-RUH
Air France,NYC,RUH,885,1,1014.66,2022-02-05,NYC-RUH
Air France,NYC,RUH,945,1,1014.66,2022-02-05,NYC-RUH
Air France,NYC,RUH,1005,1,1014.66,2022-02-05,NYC-RUH
Air France,NYC,RUH,1065,1,1014.66,2022-02-05,NYC-RUH
Air France,NYC,RUH,1125,1,1014.66,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1205,1,1014.66,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1450,1,1014.93,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1110,1,1023.3,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1165,1,1023.3,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1445,1,1023.3,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1500,1,1023.3,2022-02-05,NYC-RUH
"Emirates, flynas",NYC,RUH,1065,1,1219.05,2022-02-05,NYC-RUH
"Finnair, SAUDIA",NYC,RUH,995,1,1356.75,2022-02-05,NYC-RUH
"Royal Jordanian, flyadeal",NYC,RUH,1285,2,588.33,2022-02-05,NYC-RUH
"Royal Jordanian, flynas",NYC,RUH,1250,2,591.3,2022-02-05,NYC-RUH
"Royal Jordanian, flyadeal",NYC,RUH,1115,2,594.27,2022-02-05,NYC-RUH
"Royal Jordanian, flynas",NYC,RUH,1105,2,609.39,2022-02-05,NYC-RUH
Ethiopian Air,NYC,RUH,1300,2,703.35,2022-02-05,NYC-RUH
"Egypt Air, flyadeal",NYC,RUH,1145,2,711.99,2022-02-05,NYC-RUH
"Egypt Air, flynas",NYC,RUH,1115,2,728.19,2022-02-05,NYC-RUH
"Emirates, Egypt Air",NYC,RUH,1240,2,814.05,2022-02-05,NYC-RUH
"Egypt Air, Gulf Air",NYC,RUH,1090,2,835.11,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1451,2,842.94,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1200,2,918.81,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1210,2,918.81,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1025,2,924.48,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1035,2,924.48,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1145,2,924.48,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1235,2,924.48,2022-02-05,NYC-RUH
SWISS,NYC,RUH,1050,2,941.22,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1105,2,945.54,2022-02-05,NYC-RUH
SWISS,NYC,RUH,1020,2,946.62,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1080,2,949.32,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1020,2,949.59,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1030,2,954.18,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1015,2,956.34,2022-02-05,NYC-RUH
SWISS,NYC,RUH,1085,2,956.34,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1085,2,959.85,2022-02-05,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1080,2,965.79,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1025,2,966.06,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1035,2,966.06,2022-02-05,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1030,2,970.38,2022-02-05,NYC-RUH
"Virgin Atlantic, SAUDIA",NYC,RUH,974,1,2021.22,2022-02-05,NYC-RUH
"Virgin Atlantic, SAUDIA",NYC,RUH,1035,1,2060.64,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,935,1,2060.91,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1035,1,2060.91,2022-02-05,NYC-RUH
British Airways,NYC,RUH,935,1,2067.12,2022-02-05,NYC-RUH
"Aeroflot, Turkish Airlines",NYC,RUH,1295,2,896.67,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1450,2,897.48,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1480,2,897.48,2022-02-05,NYC-RUH
"Air France, Royal Jordanian",NYC,RUH,1100,2,900.18,2022-02-05,NYC-RUH
"Air France, Royal Jordanian",NYC,RUH,1300,2,900.18,2022-02-05,NYC-RUH
Etihad Airways,NYC,RUH,1485,2,903.69,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1420,2,908.01,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1380,2,918.81,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1500,2,918.81,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1300,2,920.7,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1375,2,920.7,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1475,2,920.7,2022-02-05,NYC-RUH
Air Canada,NYC,RUH,1300,2,924.48,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1200,2,960.39,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1210,2,960.39,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1380,2,960.39,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1500,2,960.39,2022-02-05,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1205,2,964.98,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1145,2,966.06,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1235,2,966.06,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1300,2,966.06,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1305,2,966.06,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1110,2,1014.66,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1165,2,1014.66,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1445,2,1014.66,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1500,2,1014.66,2022-02-05,NYC-RUH
Air France,NYC,RUH,1205,2,1019.25,2022-02-05,NYC-RUH
Air France,NYC,RUH,1305,2,1019.25,2022-02-05,NYC-RUH
Air France,NYC,RUH,1320,2,1019.25,2022-02-05,NYC-RUH
Air France,NYC,RUH,1365,2,1019.25,2022-02-05,NYC-RUH
Air France,NYC,RUH,1440,2,1019.25,2022-02-05,NYC-RUH
Air France,NYC,RUH,1395,2,1020.33,2022-02-05,NYC-RUH
Air France,NYC,RUH,1320,2,1050.57,2022-02-05,NYC-RUH
Multiple Airlines,NYC,RUH,1300,2,1087.29,2022-02-05,NYC-RUH
Lufthansa,NYC,RUH,1115,2,1102.68,2022-02-05,NYC-RUH
"Turkish Airlines, flynas",NYC,RUH,1100,2,1110.24,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1274,2,1120.5,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1495,2,1144.26,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1075,1,2060.91,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1085,1,2060.91,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1115,1,2060.91,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1170,1,2060.91,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1195,1,2060.91,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1210,1,2060.91,2022-02-05,NYC-RUH
"American Airlines, British Airways",NYC,RUH,1220,1,2060.91,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1035,1,2067.12,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1075,1,2067.12,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1085,1,2067.12,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1115,1,2067.12,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1170,1,2067.12,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1195,1,2067.12,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1210,1,2067.12,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1220,1,2067.12,2022-02-05,NYC-RUH
Multiple Airlines,NYC,RUH,1990,3,508.41,2022-02-05,NYC-RUH
"SWISS, Egypt Air",NYC,RUH,1295,3,796.77,2022-02-05,NYC-RUH
"SWISS, Egypt Air",NYC,RUH,1295,3,880.47,2022-02-05,NYC-RUH
"SWISS, Royal Jordanian",NYC,RUH,1205,3,918.27,2022-02-05,NYC-RUH
"SWISS, Royal Jordanian",NYC,RUH,1260,3,918.27,2022-02-05,NYC-RUH
Emirates,NYC,RUH,1465,2,1299.51,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1315,2,1517.4,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1425,2,1517.4,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1300,2,1547.91,2022-02-05,NYC-RUH
"Turkish Airlines, AnadoluJet",NYC,RUH,1165,1,1627.02,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1281,2,2067.12,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1340,2,2071.71,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1377,2,2071.71,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1292,2,2072.79,2022-02-05,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1305,2,2075.49,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1341,2,2154.87,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1345,2,2154.87,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1401,2,2154.87,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1430,2,2154.87,2022-02-05,NYC-RUH
Qatar Airways,NYC,RUH,1315,2,1556.01,2022-02-05,NYC-RUH
Multiple Airlines,NYC,RUH,1080,2,4783.05,2022-02-05,NYC-RUH
British Airways,NYC,RUH,1430,2,6207.57,2022-02-05,NYC-RUH
"Air France, SAUDIA",NYC,RUH,885,1,19750.77,2022-02-05,NYC-RUH
"Air France, SAUDIA",NYC,RUH,945,1,19750.77,2022-02-05,NYC-RUH
Etihad Airways,NYC,RUH,945,1,586.71,2022-02-06,NYC-RUH
SAUDIA,NYC,RUH,690,0,687.69,2022-02-06,NYC-RUH
Etihad Airways,NYC,RUH,945,1,561.06,2022-02-06,NYC-RUH
Egypt Air,NYC,RUH,1120,1,574.56,2022-02-06,NYC-RUH
Turkish Airlines,NYC,RUH,1000,1,794.88,2022-02-06,NYC-RUH
Turkish Airlines,NYC,RUH,1050,1,794.88,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1055,1,942.3,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1195,1,942.57,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,970,1,947.43,2022-02-06,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,970,1,960.39,2022-02-06,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1055,1,960.39,2022-02-06,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1195,1,960.39,2022-02-06,NYC-RUH
Emirates,NYC,RUH,1205,1,1014.12,2022-02-06,NYC-RUH
KLM,NYC,RUH,1070,1,1014.93,2022-02-06,NYC-RUH
KLM,NYC,RUH,1190,1,1014.93,2022-02-06,NYC-RUH
Emirates,NYC,RUH,1110,1,1023.3,2022-02-06,NYC-RUH
Emirates,NYC,RUH,1165,1,1023.3,2022-02-06,NYC-RUH
Air France,NYC,RUH,1070,1,1031.94,2022-02-06,NYC-RUH
Air France,NYC,RUH,1190,1,1031.94,2022-02-06,NYC-RUH
"British Airways, SAUDIA",NYC,RUH,995,1,1269.81,2022-02-06,NYC-RUH
"Lufthansa, SAUDIA",NYC,RUH,990,1,1276.02,2022-02-06,NYC-RUH
"Finnair, Turkish Airlines",NYC,RUH,1200,2,689.58,2022-02-06,NYC-RUH
"Egypt Air, flyadeal",NYC,RUH,1145,2,706.05,2022-02-06,NYC-RUH
"Egypt Air, flynas",NYC,RUH,1115,2,710.1,2022-02-06,NYC-RUH
"Egypt Air, Gulf Air",NYC,RUH,1090,2,761.67,2022-02-06,NYC-RUH
"Air France, Royal Jordanian",NYC,RUH,1240,2,834.3,2022-02-06,NYC-RUH
"Air France, Royal Jordanian",NYC,RUH,1100,2,843.21,2022-02-06,NYC-RUH
"Emirates, Egypt Air",NYC,RUH,1240,2,856.17,2022-02-06,NYC-RUH
Air Canada,NYC,RUH,1200,2,918.81,2022-02-06,NYC-RUH
Air Canada,NYC,RUH,1025,2,923.94,2022-02-06,NYC-RUH
Air Canada,NYC,RUH,1035,2,923.94,2022-02-06,NYC-RUH
Air Canada,NYC,RUH,1085,2,923.94,2022-02-06,NYC-RUH
Air Canada,NYC,RUH,1145,2,923.94,2022-02-06,NYC-RUH
"Air France, Lufthansa",NYC,RUH,1165,2,931.77,2022-02-06,NYC-RUH
SWISS,NYC,RUH,1050,2,936.09,2022-02-06,NYC-RUH
SWISS,NYC,RUH,1020,2,941.49,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1105,2,945.0,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1080,2,948.78,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1020,2,949.05,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1115,2,950.13,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1050,2,950.4,2022-02-06,NYC-RUH
SWISS,NYC,RUH,1085,2,950.94,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1030,2,953.64,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1015,2,955.8,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1085,2,959.31,2022-02-06,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1200,2,960.39,2022-02-06,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1025,2,966.06,2022-02-06,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1035,2,966.06,2022-02-06,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1085,2,966.06,2022-02-06,NYC-RUH
"Air Canada, Lufthansa",NYC,RUH,1145,2,966.06,2022-02-06,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1105,2,967.14,2022-02-06,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1115,2,967.14,2022-02-06,NYC-RUH
"United Airlines, Lufthansa",NYC,RUH,1030,2,970.38,2022-02-06,NYC-RUH
Lufthansa,NYC,RUH,1050,2,973.62,2022-02-06,NYC-RUH
Emirates,NYC,RUH,1110,2,1014.12,2022-02-06,NYC-RUH
Emirates,NYC,RUH,1165,2,1014.12,2022-02-06,NYC-RUH
KLM,NYC,RUH,1160,2,1028.43,2022-02-06,NYC-RUH
KLM,NYC,RUH,1190,2,1029.24,2022-02-06,NYC-RUH
KLM,NYC,RUH,1130,2,1033.56,2022-02-06,NYC-RUH
Air France,NYC,RUH,1130,2,1033.56,2022-02-06,NYC-RUH
KLM,NYC,RUH,1190,2,1033.56,2022-02-06,NYC-RUH
Air France,NYC,RUH,1190,2,1033.56,2022-02-06,NYC-RUH
KLM,NYC,RUH,1160,2,1036.8,2022-02-06,NYC-RUH
KLM,NYC,RUH,1040,2,1060.29,2022-02-06,NYC-RUH
"Virgin Atlantic, SAUDIA",NYC,RUH,974,1,2020.68,2022-02-06,NYC-RUH
British Airways,NYC,RUH,935,1,2060.64,2022-02-06,NYC-RUH
"American Airlines, British Airways",NYC,RUH,935,1,2060.91,2022-02-06,NYC-RUH
